time_s,K=0.0_mean,K=0.0_std,K=1.0_mean,K=1.0_std,learned_mean,learned_std
6.640000000000001,0.6038540048258645,0.10246374552144394,0.6462630799838475,0.15757183515567574,0.6219831960541862,0.1573978440163572
6.66,0.6038548520633152,0.10249160827830976,0.6504166083676475,0.15914726179243252,0.6314558216503688,0.16266452054675287
6.68,0.603860637971333,0.10251972206722797,0.6539168272699628,0.16045232520292182,0.6403538882732391,0.16782492449905645
6.7,0.6038717116628375,0.10254764616499655,0.6561452746391296,0.16188458949741388,0.6483719774654934,0.17295609728126393
6.72,0.6038881157125745,0.10257516199713249,0.6573476961680821,0.16315407031090493,0.6551024998937335,0.1783081180292611
6.74,0.6039092583315713,0.10260274892331836,0.6577216344220298,0.16413841308960625,0.6608384038720813,0.1834730560246022
6.76,0.6039340453488486,0.10263136705888799,0.6572546320302146,0.16492596725919265,0.6656089850834438,0.1883394974375679
6.78,0.6039614038808006,0.10266196019613134,0.6559055745601654,0.16566216269354458,0.6694045450006213,0.19292280167359913
6.8,0.6039905590670449,0.10269514089404409,0.653530899967466,0.16663431690168248,0.672311510358538,0.19722469963551978
6.82,0.604021029812949,0.10273120309578,0.6503164938517979,0.1676065360208189,0.6744285821914673,0.20121064397412575
6.84,0.6040535994938442,0.10276881152405251,0.6464166428361621,0.16841260015887202,0.6758490673133305,0.20481517780030753
6.86,0.604091967855181,0.10280379319812152,0.6420034297874996,0.16896274216288654,0.6766633604254041,0.2079469844072881
6.88,0.6041308854307447,0.10284265016899759,0.6373177468776703,0.1692257575821278,0.6769694175039019,0.21049531436173172
6.9,0.6041683299200875,0.10288720049574514,0.6325890634741101,0.1691878787879776,0.6768749483994075,0.2123478099521755
6.92,0.6042038968631199,0.10293724625603015,0.6279678089278085,0.1688011565510016,0.6764742859772274,0.21341170670796156
6.94,0.6042356959411076,0.10299456361530811,0.6235221539224897,0.16801046736033615,0.6758187626089368,0.21362316847420373
6.96,0.6042648724147252,0.10305778162109039,0.6192101921354022,0.16688615277847207,0.6749153775828225,0.2129676788450233
6.98,0.6042954495974949,0.1031226969385059,0.6149603767054421,0.1655533291532242,0.6737424262932369,0.21148458345869905
7.0,0.6043289814676557,0.10318758387781429,0.6107032767363957,0.16414671477789347,0.6722540387085506,0.20925518358106823
7.0200000000000005,0.6043653317860195,0.10325259857484005,0.6063669196196965,0.16278203721539058,0.6703998020717076,0.20638097420230647
7.04,0.6044038150991712,0.10331830318520512,0.6018842501299722,0.16155490552013138,0.6681359112262726,0.20295185670132063
7.0600000000000005,0.6044439332825797,0.10338520438351352,0.5970846499715533,0.16054050156028038,0.6654774929795947,0.19909530816058932
7.08,0.6044853457382747,0.10345356995420253,0.5917432180472783,0.16008481902061641,0.6635290767465319,0.19645706336891627
7.1000000000000005,0.6045278991971698,0.10352355784650621,0.5862170074667249,0.16026630654254434,0.6615423091820308,0.19478980827245646
7.12,0.6045714659350259,0.10359515385496194,0.5807133189269474,0.16097043740069625,0.6592132065977369,0.19341204987339328
7.140000000000001,0.6046160416943687,0.10366835801377161,0.5756109654903412,0.16194427852872514,0.656679915530341,0.19210227644575575
7.16,0.6046615753855024,0.10374308816045023,0.570853454726083,0.1632041370856977,0.6540924779006413,0.19083829321139695
7.18,0.6047081053256989,0.10381929111442033,0.5664859201226916,0.16472532417910687,0.6515721210411617,0.18963502058263076
7.2,0.6047555889402118,0.10389690731155302,0.56281977891922,0.1661643043916483,0.6492237576416561,0.18848796964633863
7.22,0.6048040986061096,0.10397591410896373,0.560024938413075,0.16726040910257797,0.6471182789121356,0.18737393066913838
7.24,0.6048536087785449,0.10405620068110415,0.5581951567104885,0.1678388932430688,0.645317086151668,0.18626339146043705
7.26,0.6049041364874158,0.10413780487532198,0.5574252222265516,0.16780711259690811,0.643850564956665,0.18512741347636918
7.28,0.6049611525876182,0.1042297499506176,0.5576691840376172,0.16720745853026953,0.6427053894315448,0.1839392328643969
7.3,0.6050241376672473,0.10433145486943095,0.5587337527956281,0.1661847610866934,0.6418716652052743,0.18268240252757859
7.32,0.6050868374960763,0.1044326662661522,0.560283933367048,0.16523729813156976,0.6413320856434959,0.1813499484221105
7.34,0.6051480386938367,0.10453028421774546,0.5621132382324764,0.1646822336061064,0.6410584024020604,0.1799527290207727
7.36,0.6052064682756152,0.10462298671029419,0.5640425298895154,0.16478065039729592,0.6410250450883593,0.17853688588296324
7.38,0.6052608064242772,0.10470972203357545,0.5660165292876107,0.16562457099655528,0.6412003934383392,0.17715965223772492
7.4,0.6053106188774109,0.10478978018436218,0.5679694414138794,0.1673051295907096,0.6415249833038875,0.17582006966152114
7.42,0.6053556970187596,0.10486255691890256,0.5698785313538143,0.16981369110356356,0.6420176838125501,0.17462185791158355
7.44,0.605395781142371,0.10492744265228554,0.5718164231095996,0.17293967123381443,0.6424110148634229,0.1731590836401397
